COD,Deptos,Municipio,Poblaciòn Menor de 1 año,POLIO,% VOP,DPT,% DPT,BCG,%BCG,HB,% HB,HiB,%Hib,Poblaciòn de 1 año,T.V.,%Triple Viral,F.A.,%F.A.,Rotavirus 2da Dosis,Neumococo 3ra Dosis   1er. Año,Neumococo 2da Dosis     (12-23 meses),Neumococo Dosis Unica (24-35 meses),TOTALES,,,
41396,HUILA,La Plata," 1,364   ",1121,82.2,1121,82.2,1117,81.9,1121,82.2,1121,82.2," 1,354 ",1138,84.0,1108,81.8,466,0,0,0," 8,313 ",,,
41483,HUILA,Nátaga, 146   ,138,94.5,138,94.5,105,71.9,138,94.5,138,94.5, 144 ,137,95.1,137,95.1,78,0,4,0," 1,013 ",,,
41503,HUILA,Oporapa, 348   ,330,94.8,330,94.8,228,65.5,330,94.8,330,94.8, 343 ,317,92.4,324,94.5,208,1,60,0," 2,458 ",,,
41518,HUILA,Paicol, 125   ,124,99.2,124,99.2,78,62.4,124,99.2,124,99.2, 124 ,126,101.6,126,101.6,67,3,4,0, 900 ,,,
41524,HUILA,Palermo, 606   ,527,87.0,527,87.0,258,42.6,527,87.0,527,87.0, 604 ,569,94.2,569,94.2,255,3,39,2," 3,803 ",,,
41530,HUILA,Palestina, 255   ,272,106.7,272,106.7,208,81.6,272,106.7,272,106.7, 251 ,287,114.3,287,114.3,143,3,73,0," 2,089 ",,,
41548,HUILA,Pital, 320   ,282,88.1,282,88.1,212,66.3,282,88.1,282,88.1, 312 ,290,92.9,314,100.6,174,0,3,1," 2,122 ",,,
41551,HUILA,Pitalito," 2,451   ",2589,105.6,2589,105.6,2368,96.6,2589,105.6,2589,105.6," 2,446 ",2891,118.2,2863,117.0,1436,11,7,1," 19,933 ",,,
41615,HUILA,Rivera, 361   ,317,87.8,320,88.6,139,38.5,320,88.6,320,88.6, 358 ,315,88.0,311,86.9,193,2,11,0," 2,248 ",,,
41660,HUILA,Saladoblanco, 293   ,276,94.2,279,95.2,252,86.0,279,95.2,279,95.2, 289 ,271,93.8,273,94.5,143,0,38,0," 2,090 ",,,
41668,HUILA,San Agustín, 634   ,574,90.5,574,90.5,617,97.3,574,90.5,574,90.5, 632 ,631,99.8,631,99.8,325,16,81,0," 4,597 ",,,
41676,HUILA,Santa María, 254   ,243,95.7,243,95.7,160,63.0,243,95.7,243,95.7, 251 ,228,90.8,228,90.8,170,3,21,1," 1,783 ",,,
41770,HUILA,Suaza, 402   ,343,85.3,343,85.3,309,76.9,343,85.3,343,85.3, 395 ,348,88.1,362,91.6,248,11,75,0," 2,725 ",,,
41791,HUILA,Tarqui, 431   ,290,67.3,290,67.3,246,57.1,290,67.3,290,67.3, 426 ,290,68.1,293,68.8,182,0,0,0," 2,171 ",,,
41797,HUILA,Tesalia, 195   ,198,101.5,275,141.0,129,66.2,275,141.0,275,141.0, 196 ,198,101.0,261,133.2,153,2,8,5," 1,779 ",,,
41799,HUILA,Tello, 354   ,348,98.3,249,70.3,144,40.7,249,70.3,249,70.3, 350 ,342,97.7,286,81.7,179,0,39,1," 2,086 ",,,
41801,HUILA,Teruel, 189   ,179,94.7,201,106.3,106,56.1,201,106.3,201,106.3, 188 ,186,98.9,181,96.3,101,0,7,4," 1,367 ",,,
41807,HUILA,Timaná, 455   ,435,95.6,435,95.6,303,66.6,435,95.6,435,95.6, 454 ,466,102.6,416,91.6,285,18,3,0," 3,231 ",,,
41872,HUILA,Villavieja, 178   ,109,61.2,109,61.2,84,47.2,109,61.2,109,61.2, 175 ,107,61.1,107,61.1,76,0,14,0, 824 ,,,
41885,HUILA,Yaguará, 152   ,148,97.4,148,97.4,123,80.9,148,97.4,148,97.4, 150 ,148,98.7,148,98.7,88,0,3,1," 1,103 ",,,
44001,LA GUAJIRA,Riohacha," 6,176   ",5500,89.1,5500,89.1,4258,68.9,5496,89.0,5496,89.0," 6,046 ",5149,85.2,5199,86.0,1667,85,107,81," 38,538 ",,,
44035,LA GUAJIRA,Albania, 682   ,703,103.1,703,103.1,285,41.8,703,103.1,703,103.1, 663 ,829,125.0,825,124.4,286,0,13,0," 5,050 ",,,
44078,LA GUAJIRA,Barrancas, 842   ,855,101.5,859,102.0,857,101.8,859,102.0,859,102.0, 829 ,925,111.6,936,112.9,297,10,16,2," 6,475 ",,,
44090,LA GUAJIRA,Dibulla, 815   ,869,106.6,869,106.6,433,53.1,867,106.4,867,106.4, 785 ,860,109.6,830,105.7,313,43,17,35," 6,003 ",,,
44098,LA GUAJIRA,Distracción, 401   ,368,91.8,368,91.8,112,27.9,368,91.8,368,91.8, 385 ,397,103.1,381,99.0,79,0,0,0," 2,441 ",,,
44110,LA GUAJIRA,El Molino, 186   ,117,62.9,117,62.9,60,32.3,117,62.9,117,62.9, 178 ,125,70.2,131,73.6,75,0,5,1, 865 ,,,
44279,LA GUAJIRA,Fonseca, 745   ,757,101.6,757,101.6,303,40.7,758,101.7,757,101.6, 724 ,858,118.5,859,118.6,391,0,44,11," 5,495 ",,,
44378,LA GUAJIRA,Hatonuevo, 560   ,388,69.3,388,69.3,238,42.5,388,69.3,388,69.3, 543 ,468,86.2,472,86.9,129,10,1,5," 2,875 ",,,
44420,LA GUAJIRA,La Jagua del Pilar, 68   ,73,107.4,73,107.4,29,42.6,73,107.4,73,107.4, 66 ,70,106.1,70,106.1,41,13,17,4, 536 ,,,
44430,LA GUAJIRA,Maicao," 4,066   ",3505,86.2,3505,86.2,3151,77.5,3507,86.3,3507,86.3," 4,008 ",3485,87.0,3686,92.0,1213,43,26,7," 25,635 ",,,
44560,LA GUAJIRA,Manaure," 2,647   ",2648,100.0,2644,99.9,1499,56.6,2643,99.8,2644,99.9," 2,551 ",2637,103.4,2636,103.3,857,0,13,2," 18,223 ",,,
44650,LA GUAJIRA,San Juan del Cesar, 890   ,892,100.2,893,100.3,1609,180.8,893,100.3,892,100.2, 867 ,981,113.1,992,114.4,493,56,34,12," 7,747 ",,,
44847,LA GUAJIRA,Uribia," 4,463   ",4905,109.9,4905,109.9,3674,82.3,4905,109.9,4905,109.9," 4,309 ",3712,86.1,3540,82.2,1289,33,16,0," 31,884 ",,,
44855,LA GUAJIRA,Urumita, 355   ,149,42.0,148,41.7,60,16.9,148,41.7,148,41.7, 345 ,162,47.0,154,44.6,38,3,2,0," 1,012 ",,,
44874,LA GUAJIRA,Villanueva, 596   ,542,90.9,522,87.6,233,39.1,522,87.6,522,87.6, 574 ,550,95.8,550,95.8,291,9,10,0," 3,751 ",,,
47001,MAGDALENA ,SANTA MARTA," 9,185   ",8407,91.5,8312,90.5,9518,103.6,8267,90.0,8312,90.5," 9,349 ",9129,97.6,9154,97.9,4273,35,92,4," 65,503 ",,,
47030,MAGDALENA,Algarrobo, 348   ,341,98.0,340,97.7,270,77.6,340,97.7,340,97.7, 350 ,367,104.9,367,104.9,214,0,20,5," 2,604 ",,,
47053,MAGDALENA,Aracataca, 995   ,985,99.0,959,96.4,871,87.5,975,98.0,975,98.0, 995 ,931,93.6,929,93.4,419,83,567,25," 7,719 ",,,
47058,MAGDALENA,Ariguaní, 752   ,868,115.4,926,123.1,713,94.8,926,123.1,926,123.1, 756 ,848,112.2,848,112.2,448,5,1,0," 6,509 ",,,
47161,MAGDALENA,Cerro San Antonio, 179   ,177,98.9,177,98.9,170,95.0,177,98.9,177,98.9, 180 ,178,98.9,178,98.9,163,0,15,0," 1,412 ",,,
47170,MAGDALENA,Chivolo, 432   ,424,98.1,424,98.1,433,100.2,424,98.1,424,98.1, 436 ,425,97.5,425,97.5,307,0,0,13," 3,299 ",,,
47189,MAGDALENA,Ciénaga," 2,351   ",2368,100.7,2367,100.7,2790,118.7,2367,100.7,2367,100.7," 2,376 ",2341,98.5,2276,95.8,1248,27,0,2," 18,153 ",,,
47205,MAGDALENA,Concordia, 186   ,206,110.8,206,110.8,162,87.1,206,110.8,206,110.8, 186 ,245,131.7,243,130.6,104,77,23,0," 1,678 ",,,
47245,MAGDALENA,El Banco," 1,374   ",1430,104.1,1430,104.1,1381,100.5,1432,104.2,1430,104.1," 1,369 ",1499,109.5,1399,102.2,1214,5,2,0," 11,222 ",,,
47258,MAGDALENA,El Piñon, 374   ,376,100.5,376,100.5,238,63.6,376,100.5,376,100.5, 375 ,367,97.9,367,97.9,273,22,33,26," 2,830 ",,,
47268,MAGDALENA,El Retén, 529   ,474,89.6,529,100.0,499,94.3,529,100.0,529,100.0, 529 ,510,96.4,515,97.4,280,0,0,0," 3,865 ",,,
47288,MAGDALENA,Fundación," 1,427   ",1387,97.2,1386,97.1,1951,136.7,1395,97.8,1390,97.4," 1,438 ",1462,101.7,1450,100.8,1009,23,0,0," 11,453 ",,,
47318,MAGDALENA,Guamal, 626   ,603,96.3,603,96.3,474,75.7,603,96.3,603,96.3, 616 ,587,95.3,606,98.4,423,4,60,1," 4,567 ",,,
47460,MAGDALENA,Nueva Granada, 424   ,406,95.8,405,95.5,456,107.5,405,95.5,405,95.5, 426 ,446,104.7,427,100.2,275,8,76,60," 3,369 ",,,
47541,MAGDALENA,Pedraza, 178   ,198,111.2,198,111.2,146,82.0,198,111.2,198,111.2, 178 ,204,114.6,204,114.6,140,0,2,0," 1,488 ",,,
47545,MAGDALENA,Pijiño del Carmen, 423   ,469,110.9,469,110.9,361,85.3,469,110.9,469,110.9, 423 ,524,123.9,524,123.9,236,7,2,12," 3,542 ",,,
47551,MAGDALENA,Pivijay, 740   ,732,98.9,734,99.2,1016,137.3,734,99.2,734,99.2, 747 ,800,107.1,828,110.8,496,2,19,0," 6,095 ",,,
47555,MAGDALENA,Plato," 1,275   ",1284,100.7,1284,100.7,1496,117.3,1284,100.7,1284,100.7," 1,282 ",1312,102.3,1312,102.3,883,17,5,0," 10,161 ",,,
47570,MAGDALENA,Puebloviejo, 745   ,613,82.3,613,82.3,479,64.3,613,82.3,613,82.3, 754 ,703,93.2,708,93.9,353,0,7,25," 4,727 ",,,
47605,MAGDALENA,Remolino, 213   ,146,68.5,146,68.5,100,46.9,146,68.5,146,68.5, 213 ,166,77.9,159,74.6,102,26,58,26," 1,221 ",,,
47660,MAGDALENA,Sabanas de San Angel, 425   ,419,98.6,398,93.6,192,45.2,398,93.6,398,93.6, 432 ,453,104.9,443,102.5,285,10,260,19," 3,275 ",,,
47675,MAGDALENA,Salamina, 151   ,164,108.6,163,107.9,100,66.2,163,107.9,163,107.9, 151 ,168,111.3,168,111.3,101,0,34,0," 1,224 ",,,
47692,MAGDALENA,San Sebastián de Buenavista, 412   ,393,95.4,393,95.4,363,88.1,393,95.4,393,95.4, 410 ,420,102.4,406,99.0,258,14,67,0," 3,100 ",,,
47703,MAGDALENA,San Zenón, 215   ,206,95.8,206,95.8,208,96.7,206,95.8,206,95.8, 211 ,245,116.1,234,110.9,131,0,0,0," 1,642 ",,,
47707,MAGDALENA,Santa Ana, 618   ,464,75.1,446,72.2,405,65.5,446,72.2,445,72.0, 624 ,428,68.6,446,71.5,239,0,5,0," 3,324 ",,,
47720,MAGDALENA,Santa Bárbara de Pinto, 343   ,368,107.3,386,112.5,249,72.6,386,112.5,386,112.5, 346 ,413,119.4,412,119.1,215,1,0,1," 2,817 ",,,
