ANO,CODIGO DEPARTAMENTO,DEPARTAMENTO,MUNICIPIO,GRUPO POBLACIONAL,BIOLOGICO,META,DOSIS APLICADAS,COBERTURA,TIPO DOSIS,REGION
2007,5001,Antioquia,Medellín,Población menor de 1 año,VOP,,29428.0,101.17930204572805,Unica,None
2007,5002,Antioquia,Abejorral,Población menor de 1 año,VOP,,333.0,90.0,Unica,None
2007,5004,Antioquia,Abriaquí,Población menor de 1 año,VOP,,30.0,69.76744186046511,Unica,None
2007,5021,Antioquia,Alejandría,Población menor de 1 año,VOP,,74.0,139.62264150943395,Unica,None
2007,5030,Antioquia,Amagá,Población menor de 1 año,VOP,,400.0,71.04795737122558,Unica,None
2007,5031,Antioquia,Amalfi,Población menor de 1 año,VOP,,494.0,103.34728033472804,Unica,None
2007,5034,Antioquia,Andes,Población menor de 1 año,VOP,,547.0,64.05152224824356,Unica,None
2007,5036,Antioquia,Angelópolis,Población menor de 1 año,VOP,,85.0,66.92913385826772,Unica,None
2007,5038,Antioquia,Angostura,Población menor de 1 año,VOP,,236.0,77.37704918032787,Unica,None
2007,5040,Antioquia,Anorí,Población menor de 1 año,VOP,,370.0,115.98746081504703,Unica,None
2007,5042,Antioquia,Santafé de Antioquia,Población menor de 1 año,VOP,,379.0,76.25754527162978,Unica,None
2007,5044,Antioquia,Anzá,Población menor de 1 año,VOP,,131.0,78.91566265060241,Unica,None
2007,5045,Antioquia,Apartadó,Población menor de 1 año,VOP,,2623.0,71.2965479749932,Unica,None
2007,5051,Antioquia,Arboletes,Población menor de 1 año,VOP,,539.0,63.262910798122064,Unica,None
2007,5055,Antioquia,Argelia,Población menor de 1 año,VOP,,144.0,58.06451612903226,Unica,None
2007,5059,Antioquia,Armenia,Población menor de 1 año,VOP,,72.0,74.22680412371135,Unica,None
2007,5079,Antioquia,Barbosa,Población menor de 1 año,VOP,,555.0,62.01117318435754,Unica,None
2007,5086,Antioquia,Belmira,Población menor de 1 año,VOP,,110.0,76.92307692307693,Unica,None
2007,5088,Antioquia,Bello,Población menor de 1 año,VOP,,4809.0,69.86779020775825,Unica,None
2007,5091,Antioquia,Betania,Población menor de 1 año,VOP,,185.0,87.67772511848341,Unica,None
2007,5093,Antioquia,Betulia,Población menor de 1 año,VOP,,301.0,80.26666666666667,Unica,None
2007,5101,Antioquia,Ciudad Bolívar,Población menor de 1 año,VOP,,446.0,76.36986301369863,Unica,None
2007,5107,Antioquia,Briceño,Población menor de 1 año,VOP,,248.0,130.5263157894737,Unica,None
2007,5113,Antioquia,Buriticá,Población menor de 1 año,VOP,,143.0,92.85714285714286,Unica,None
2007,5120,Antioquia,Cáceres,Población menor de 1 año,VOP,,585.0,63.58695652173913,Unica,None
2007,5125,Antioquia,Caicedo,Población menor de 1 año,VOP,,149.0,73.0392156862745,Unica,None
2007,5129,Antioquia,Caldas,Población menor de 1 año,VOP,,1029.0,91.54804270462633,Unica,None
2007,5134,Antioquia,Campamento,Población menor de 1 año,VOP,,199.0,100.50505050505049,Unica,None
2007,5138,Antioquia,Cañasgordas,Población menor de 1 año,VOP,,253.0,67.828418230563,Unica,None
2007,5142,Antioquia,Caracolí,Población menor de 1 año,VOP,,82.0,85.41666666666666,Unica,None
2007,5145,Antioquia,Caramanta,Población menor de 1 año,VOP,,69.0,66.99029126213593,Unica,None
2007,5147,Antioquia,Carepa,Población menor de 1 año,VOP,,1180.0,98.82747068676717,Unica,None
2007,5148,Antioquia,El Carmen de Viboral,Población menor de 1 año,VOP,,601.0,66.04395604395604,Unica,None
2007,5150,Antioquia,Carolina,Población menor de 1 año,VOP,,45.0,63.38028169014085,Unica,None
2007,5154,Antioquia,Caucasia,Población menor de 1 año,VOP,,1777.0,81.81399631675875,Unica,None
2007,5172,Antioquia,Chigorodó,Población menor de 1 año,VOP,,1444.0,88.5346413243409,Unica,None
